这,辶
字,子
认,讠
识,讠
怎,心
念,心
那,阝
词,讠
言,言
左,工
边,辶
水,水
右,口
又,又
旁,方
上,一
面,面
下,一
口,口
几,几
画,田
共,八
句,口
子,子
没,氵
看,目
懂,忄
话,讠
次,欠
要,西(覀)
